DEPTH;CAL;DEN;DTC;GR;NEU;nmrFF;nmrPerm;nmrPhie;nmrPhiT;PE;RES10;RES90
2316,0488;12,3566;2,4634;63,355;11,6372;0,2032;0,138;149,7301941;0,1702;0,171;4,4619;369,0987;488,3595
2316,2012;12,3583;2,5026;63,764;12,0076;0,2312;0,1175;81,90419769;0,1444;0,1448;4,2616;329,1154;384,8735
2316,3536;12,3147;2,5684;61,4405;12,7869;0,2286;0,0922;29,18400002;0,1146;0,1146;3,9737;204,5424;262,8778
2316,506;12,2919;2,6405;58,3443;14,2849;0,1758;0,0382;0,508099973;0,0635;0,0635;3,7059;123,2161;169,3748
2316,6584;12,2855;2,6802;56,1564;19,1915;0,1018;0,0218;0,040199999;0,0524;0,0543;3,458;103,6257;140,4791
2316,8108;12,2876;2,6811;53,3562;22,7314;0,0754;0,0226;0,049899999;0,0555;0,0642;3,3664;132,0161;192,8879
2316,9632;12,2934;2,6565;52,6962;24,1135;0,0929;0,03;0,137600005;0,061;0,0722;3,4488;186,1486;242,5692
2317,1156;12,2931;2,6237;52,5989;23,6858;0,0876;0,0398;0,403200001;0,0689;0,0797;3,6609;199,3954;268,7588
2317,268;12,3084;2,5984;53,919;27,7075;0,0889;0,0558;1,913800001;0,0821;0,0851;3,9947;188,2001;268,4752
2317,4204;12,319;2,583;55,4003;31,9217;0,1072;0,0656;5,176599979;0,0878;0,0878;4,3696;200,7091;284,9805
2317,5728;12,3317;2,5856;56,0584;30,2888;0,135;0,0674;6,707399845;0,0872;0,0872;4,6667;242,8741;293,7773
2317,7252;12,3246;2,5909;56,4079;24,0631;0,1159;0,0657;6,441699982;0,084;0,084;4,6998;299,8831;320,4756
2317,8776;12,3365;2,5886;55,9704;17,5522;0,0885;0,064;6,223899841;0,0807;0,0808;4,5244;325,7109;331,9176
2318,03;12,3213;2,5824;55,3951;14,8365;0,0851;0,0641;6,620800018;0,0787;0,08;4,29;300,0206;311,1666
2318,1824;12,3448;2,5732;55,1492;12,2309;0,0822;0,0645;5,382500172;0,0802;0,0843;4,1988;230,709;237,2213
2318,3348;12,3373;2,5629;55,2636;13,1124;0,0781;0,0646;3,773499966;0,0851;0,0941;4,2305;188,3401;196,9361
2318,4872;12,347;2,5513;56,0313;14,6965;0,0923;0,064;2,9223001;0,0899;0,1062;4,2452;159,3364;165,4421
2318,6396;12,3382;2,5553;56,1073;17,0679;0,0931;0,0637;2,760200024;0,0935;0,111;4,137;134,2704;132,809
2318,792;12,3403;2,5635;55,5768;18,0979;0,0878;0,0635;2,653199911;0,0977;0,1156;3,9999;122,7337;118,8498
2318,9444;12,3519;2,5606;56,569;18,6257;0,0971;0,065;2,950799942;0,1018;0,115;3,9927;126,6071;123,5344
2319,0968;12,352;2,5412;58,1143;18,0797;0,1106;0,0736;5,42869997;0,1078;0,1164;4,1676;185,3341;173,0928
2319,2492;12,3478;2,5137;59,9515;15,6948;0,1277;0,0866;13,77330017;0,1159;0,1204;4,4388;297,7409;266,0997
2319,4016;12,3485;2,486;61,7393;13,204;0,1319;0,0936;21,84250069;0,1224;0,1249;4,6882;462,7848;403,9253
2319,554;12,3574;2,4683;62,8023;12,6243;0,1329;0,0991;30,00620079;0,1285;0,1295;4,8358;618,0089;579,7701
2319,7064;12,3696;2,4683;62,97;12,3969;0,1478;0,1108;53,07720184;0,141;0,1411;4,8927;644,0402;822,6143
2319,8588;12,3647;2,478;62,8783;11,9187;0,1613;0,1175;67,46340179;0,1461;0,1494;4,9353;627,9593;1103,0499
2320,0112;12,374;2,4816;63,1786;12,1742;0,1644;0,0979;18,38489914;0,1442;0,1486;5,0247;586,3283;1393,5686
2320,1636;12,3798;2,4712;64,7289;12,5725;0,161;0,0915;12,31999969;0,1457;0,1511;5,1156;596,2454;1526,7593
2320,316;12,3806;2,4581;66,6066;13,9341;0,1756;0,0867;9,317000389;0,1477;0,1542;5,1297;538,0605;1372,4718
2320,4684;12,3844;2,4682;67,0596;12,8125;0,1905;0,0919;12,02620029;0,1505;0,1579;4,9819;597,9805;1318,8469
2320,6208;12,3866;2,4831;65,3279;12,8694;0,1909;0,1028;23,53009987;0,1461;0,1513;4,712;662,5513;1217,3707
2320,7732;12,3784;2,502;62,9867;12,8112;0,1705;0,1058;35,79529953;0,1373;0,141;4,4013;554,9481;913,3758
2320,9256;12,3811;2,5188;61,2873;12,401;0,1501;0,0998;32,1875;0,1275;0,129;4,0469;562,3903;723,8698
2321,078;12,3798;2,5362;59,8985;12,4286;0,1321;0,0997;38,6208992;0,1239;0,1247;3,7533;495,6211;561,6207
2321,2304;12,3829;2,5433;59,8014;11,3427;0,0962;0,1094;64,83180237;0,1326;0,1337;3,5379;430,154;411,3486
2321,3828;12,371;2,5359;58,6216;12,2478;0,105;0,1195;95,8812027;0,145;0,1453;3,4669;281,7931;315,3969
2321,5352;12,3751;2,5328;58,6998;13,885;0,1335;0,1164;83,86239624;0,1421;0,1421;3,5439;208,0262;213,4274
2321,6876;12,3751;2,5343;58,9107;16,1454;0,1357;0,1014;44,68130112;0,1252;0,1253;3,7217;193,0819;210,977
2321,84;12,3763;2,5551;57,794;17,3424;0,1155;0,0719;7,640999794;0,0941;0,0962;3,9814;226,0917;227,7052
2321,9924;12,366;2,5684;57,8034;15,2232;0,1071;0,046;0,866699994;0,0681;0,0721;4,1591;250,6707;253,091
2322,1448;12,3613;2,5852;56,6539;13,6694;0,0926;0,0371;0,317400008;0,0618;0,0646;4,2624;227,8611;209,9274
2322,2972;12,3686;2,6013;55,0165;14,549;0,0852;0,0365;0,29429999;0,0622;0,0647;4,3265;189,3442;177,2571
2322,4496;12,372;2,6254;55,4312;15,8385;0,0749;0,0372;0,315600008;0,063;0,0658;4,2986;177,2254;175,8752
2322,602;12,3806;2,6493;53,9184;16,9718;0,075;0,033;0,188899994;0,0582;0,0662;4,1445;171,897;175,4639
2322,7544;12,3856;2,6572;52,6439;16,5272;0,0726;0,0326;0,179900005;0,0578;0,0663;3,8939;156,1798;166,3719
2322,9068;12,3735;2,6579;51,9024;18,2286;0,0565;0,0358;0,263700008;0,0589;0,0675;3,7126;137,0572;165,8803
2323,0592;12,3816;2,6414;52,2888;19,2829;0,0499;0,0446;0,665600002;0,0687;0,0772;3,7207;124,3727;136,0922
2323,2116;12,3643;2,6091;54,7997;18,6034;0,0744;0,0557;1,772099972;0,0804;0,0887;3,8955;141,9829;160,3454
2323,364;12,3698;2,5675;58,2742;16,0018;0,1106;0,0817;12,02820015;0,1038;0,1107;4,2061;200,9689;224,2654
2323,5164;12,3797;2,5454;59,0215;13,5532;0,1263;0,0903;25,36860085;0,1079;0,1133;4,4526;321,4663;354,8039
2323,6688;12,4029;2,5357;58,9099;11,8154;0,1254;0,0913;25,64669991;0,1064;0,1152;4,5407;443,5726;512,9158
2323,8212;12,4097;2,5271;59,1558;11,4086;0,0959;0,0939;28,26729965;0,1097;0,1189;4,5805;355,7496;360,747
2323,9736;12,4237;2,4965;60,5526;11,8305;0,104;0,0963;30,89570045;0,1131;0,1221;4,6405;277,9319;277,79
2324,126;12,4471;2,4878;61,1912;12,9063;0,1644;0,095;29,74830055;0,1166;0,1202;4,7016;234,0426;218,4904
2324,2784;12,46;2,5325;59,6303;13,6659;0,1555;0,0822;14,2258997;0,1069;0,1072;4,5349;138,0352;182,014
2324,4308;12,4311;2,5776;57,9102;14,0837;0,1134;0,0644;3,463500023;0,0917;0,0973;4,2108;99,948;117,2959
2324,5832;12,4409;2,5942;56,1955;13,9948;0,1113;0,0622;2,612200022;0,0894;0,1028;3,9705;89,5783;97,3257
2324,7356;12,4496;2,5774;55,7492;14,4618;0,1294;0,0601;2,141200066;0,0873;0,1082;3,9787;116,4304;120,4975
2324,888;12,4578;2,5778;55,9966;13,2817;0,1204;0,0621;2,484899998;0,0877;0,1079;4,2169;151,9404;169,9803
2325,0404;12,4419;2,587;54,9786;12,9289;0,1044;0,0567;1,765200019;0,0801;0,0958;4,5317;189,7168;166,4468
2325,1928;12,4338;2,5953;54,9886;12,3876;0,1131;0,0496;1,167099953;0,0687;0,0763;4,8441;215,8996;186,9459
2325,3452;12,444;2,6163;55,4888;12,4651;0,1374;0,0518;1,674700022;0,0692;0,0734;5,1065;236,6163;211,112
2325,4976;12,4369;2,6317;55,8686;13,7798;0,1394;0,0541;2,696199894;0,0697;0,0705;5,2015;267,4431;224,5326
2325,65;12,4515;2,6275;56,2059;13,5849;0,1351;0,0603;5,338699818;0,0741;0,0749;5,0999;296,4522;233,07
2325,8024;12,463;2,6076;56,8563;14,3641;0,1319;0,0693;6,669199944;0,0901;0,0919;4,8716;204,2544;212,1923
2325,9548;12,4474;2,5851;57,251;13,6693;0,1211;0,0718;6,532400131;0,0979;0,0998;4,7071;138,9611;148,6547
2326,1072;12,4293;2,5701;57,8036;14,9443;0,1295;0,0721;6,879499912;0,0977;0,0991;4,7188;113,9488;123,6874
2326,2596;12,4213;2,5608;58,2609;14,6779;0,1278;0,0723;7,307700157;0,0971;0,0979;4,927;143,1757;161,0121
2326,412;12,4263;2,5644;58,1611;13,4999;0,1256;0,0708;9,88449955;0,0884;0,0885;5,2629;202,3559;222,9211
2326,5644;12,4043;2,5861;57,4952;11,8292;0,1326;0,0702;13,59389973;0,0835;0,0835;5,5371;257,0132;275,4252
2326,7168;12,3668;2,6106;57,0234;10,1493;0,1208;0,0713;18,0496006;0,0825;0,0829;5,5108;330,8266;318,5872
2326,8692;12,3688;2,6327;55,276;9,6795;0,1199;0,0717;18,82500076;0,0829;0,0832;5,1623;363,5635;315,4007
2327,0216;12,3464;2,6435;54,3594;9,5765;0,0983;0,072;18,9829998;0,0833;0,0835;4,6506;322,5787;287,3869
2327,174;12,3474;2,6428;54,0737;11,0728;0,0804;0,0623;6,409800053;0,0758;0,0768;4,1743;256,3374;245,6413
2327,3264;12,3514;2,6406;52,7729;12,4008;0,096;0,0457;0,878000021;0,0666;0,0697;3,7672;217,524;215,0921
2327,4788;12,3467;2,6313;53,1238;12,9953;0,0771;0,0319;0,168099999;0,058;0,0654;3,4874;193,0577;193,0177
2327,6312;12,3645;2,633;52,022;14,1759;0,0448;0,029;0,115900002;0,0565;0,0642;3,4848;186,9922;175,1575
2327,7836;12,3583;2,6403;52,0957;15,4194;0,0553;0,0276;0,096600004;0,056;0,0634;3,7612;200,9709;180,0759
2327,936;12,3781;2,642;53,0098;16,4434;0,0757;0,0396;0,40200001;0,0615;0,0719;4,2539;237,6808;202,0062
2328,0884;12,3908;2,6283;53,5063;16,0952;0,0832;0,0569;2,478800058;0,0738;0,0802;4,729;288,7309;242,6687
2328,2408;12,4181;2,6042;54,8633;15,4906;0,0851;0,0651;6,176199913;0,0799;0,0832;5,1226;351,1497;267,304
2328,3932;12,4291;2,6033;55,5328;14,3355;0,105;0,0615;4,589900017;0,078;0,0797;5,292;347,9485;210,6519
2328,5456;12,4416;2,6268;55,2237;15,6435;0,1128;0,0564;2,866699934;0,0751;0,0753;5,1385;195,4654;159,9642
2328,698;12,4148;2,6621;53,9235;15,0812;0,0994;0,0383;0,405800015;0,0606;0,0606;4,645;118,6076;118,4895
2328,8504;12,3891;2,6789;52,0114;17,6947;0,0772;0,0255;0,068700001;0,0531;0,0531;4,0903;81,8545;84,3131
2329,0028;12,3861;2,684;51,0999;18,2432;0,0635;0,0206;0,031800002;0,0523;0,0523;3,7937;71,6876;74,6762
2329,1552;12,3981;2,6817;50,3105;20,4958;0,0752;0,0205;0,030200001;0,0504;0,0504;3,8527;82,2796;93,0489
2329,3076;12,3845;2,6849;50,1914;19,1529;0,0749;0,0208;0,031099999;0,0482;0,0482;4,0208;112,7443;125,0667
2329,46;12,3927;2,6877;50,666;17,2431;0,053;0,0185;0,020199999;0,0453;0,0453;4,0694;135,5173;130,3167
2329,6124;12,4356;2,6902;51,4362;15,8935;0,054;0,0161;0,0124;0,0438;0,0439;3,9938;130,5496;136,5669
2329,7648;12,5353;2,6864;51,8034;14,7396;0,0579;0,0191;0,022600001;0,0464;0,0464;3,9932;137,358;134,6691
2329,9172;12,6413;2,6807;51,9975;15,4108;0,0505;0,0218;0,037300002;0,0491;0,0491;4,1139;149,7862;167,1256
2330,0696;12,737;2,6688;51,878;14,2516;0,0676;0,0242;0,055599999;0,0515;0,0515;4,2968;173,5226;192,9098
2330,222;12,8103;2,6666;51,3538;15,2433;0,0758;0,0272;0,088;0,0524;0,0525;4,4057;148,1568;178,4641
2330,3744;12,8291;2,6737;51,762;15,0338;0,0709;0,0275;0,095799997;0,0475;0,0484;4,4336;163,6655;133,7877
2330,5268;12,824;2,6887;51,3574;15,0707;0,0623;0,0237;0,053100001;0,0403;0,0408;4,3399;125,1563;97,0252
2330,6792;12,8232;2,698;51,7094;16,0442;0,0672;0,0218;0,038199998;0,0377;0,0379;4,1543;61,0695;64,5284
2330,8316;12,8407;2,6803;53,406;17,2747;0,0671;0,0214;0,035;0,0371;0,0372;3,9897;32,2342;33,5582
2330,984;12,8402;2,6582;54,4128;21,4781;0,0637;0,0216;0,0348;0,0401;0,0445;3,9617;23,4804;22,3526
2331,1364;12,7908;2,6419;54,3468;22,2388;0,1123;0,024;0,054099999;0,0447;0,0531;4,0613;25,8953;24,1046
2331,2888;12,6642;2,6465;52,8956;21,6965;0,1432;0,026;0,073700003;0,0468;0,051;4,1954;42,1043;39,3125
2331,4412;12,4582;2,6561;51,3277;18,2962;0,0932;0,0237;0,050999999;0,0447;0,0455;4,3874;83,5656;72,0307
2331,5936;12,4031;2,6632;50,4805;15,3819;0,0447;0,0194;0,022700001;0,0411;0,0413;4,617;155,906;116,8616
2331,746;12,3814;2,6791;50,6076;14,1404;0,035;0,0148;0,0083;0,0363;0,0363;4,9149;166,2219;160,4922
2331,8984;12,3452;2,699;49,9732;12,3857;0,0283;0,0116;0,0033;0,0308;0,0308;5,0469;185,2695;151,8081
2332,0508;12,3074;2,7132;50,058;12,0304;0,0145;0,0139;0,0065;0,0344;0,0345;4,9413;146,7857;92,1648
2332,2032;12,2927;2,7124;51,0374;12,8249;0,0233;0,018;0,0174;0,0421;0,0422;4,5919;63,5465;57,5156
2332,3556;12,2753;2,6961;52,1197;16,5349;0,0473;0,0216;0,0361;0,0494;0,0497;4,2268;38,833;40,7084
2332,508;12,2717;2,6855;53,3583;19,5177;0,0679;0,0249;0,064499997;0,057;0,0589;4,0605;32,3542;31,2141
2332,6604;12,2675;2,6714;53,3359;20,7098;0,0788;0,0224;0,046399999;0,0578;0,0609;4,1841;35,268;35,1036
2332,8128;12,2625;2,6641;52,402;19,3984;0,0719;0,0187;0,0243;0,0534;0,0552;4,4229;48,5618;48,8543
2332,9652;12,2587;2,6585;51,4405;16,9433;0,0526;0,0248;0,063199997;0,0565;0,0574;4,7092;82,8445;84,7308
2333,1176;12,2639;2,6562;51,9514;13,5816;0,043;0,0357;0,265500009;0,0638;0,0648;4,8665;170,7162;146,6487
2333,27;12,2624;2,6506;52,6234;11,4305;0,0418;0,0577;2,540499926;0,0772;0,0824;4,9438;289,329;145,4003
2333,4224;12,2631;2,6358;54,3721;9,4114;0,0396;0,0678;5,934599876;0,0832;0,0908;4,8947;263,8876;177,4506
2333,5748;12,2656;2,6099;56,666;8,4018;0,0452;0,0873;17,52470016;0,0988;0,1148;4,8393;354,9873;264,3558
2333,7272;12,2731;2,5632;59,103;7,6997;0,0573;0,1041;41,00870132;0,115;0,1327;4,8943;472,6395;390,9287
2333,8796;12,291;2,5119;62,4789;8,9843;0,1037;0,1131;69,89929962;0,1263;0,1394;5,0086;477,9474;531,9008
2334,032;12,3007;2,4794;63,6157;10,7622;0,1251;0,1259;205,0731964;0,1394;0,1443;5,1235;501,2407;744,7825
2334,1844;12,3184;2,4757;63,2257;10,5407;0,1457;0,1289;465,3088989;0,1404;0,1408;5,1755;546,8221;769,8409
2334,3368;12,3146;2,4827;62,7745;10,5155;0,1374;0,1176;312,5736084;0,1286;0,1286;5,2326;544,4987;711,8262
2334,4892;12,3126;2,4918;61,1735;9,5304;0,1422;0,1083;156,4197998;0,1206;0,1209;5,2493;535,1215;686,2106
2334,6416;12,3094;2,5059;60,3318;9,6319;0,1528;0,1031;92,44400024;0,1172;0,118;5,1304;523,5329;711,6264
2334,794;12,3242;2,5125;61,7046;8,6585;0,1501;0,1034;65,78549957;0,1206;0,1226;4,9848;535,819;829,914
2334,9464;12,3204;2,4985;62,5137;8,2389;0,1224;0,11;74,73539734;0,1307;0,1323;4,9659;561,8986;1023,1572
2335,0988;12,3204;2,4754;64,1227;8,4447;0,1344;0,1168;108,8190002;0,1376;0,1382;5,0755;559,5091;973,5829
2335,2512;12,3123;2,4642;64,1404;8,0761;0,1593;0,1194;127,8942032;0,138;0,1402;5,0936;529,2386;938,8745
2335,4036;12,301;2,4688;62,2992;8,9733;0,1775;0,1198;124,0084;0,1359;0,1413;4,985;529,7485;827,866
2335,556;12,29;2,4782;61,8912;9,4475;0,1598;0,1192;121,0103989;0,1325;0,1407;4,8877;514,3835;736,7341
2335,7084;12,2771;2,4895;60,2562;10,4437;0,1579;0,1127;89,73169708;0,1229;0,1341;4,8474;514,2939;618,2096
2335,8608;12,2816;2,4993;60,2973;9,7038;0,1487;0,1014;49,2254982;0,1096;0,1235;4,7572;515,3852;559,6469
2336,0132;12,2765;2,4996;59,8164;8,3839;0,1353;0,096;34,75130081;0,1047;0,1191;4,5861;503,6826;561,6979
2336,1656;12,2715;2,4822;59,1898;7,5957;0,1134;0,0958;32,33110046;0,1064;0,1201;4,4503;537,0827;502,4922
2336,318;12,2777;2,4712;59,9066;7,3128;0,1085;0,1017;35,08819962;0,1173;0,1314;4,4037;540,5621;447,8611
2336,4704;12,2763;2,4708;60,044;8,9749;0,1476;0,108;35,3321991;0,132;0,1476;4,4414;534,2314;535,5267
2336,6228;12,2677;2,4848;59,6589;10,4319;0,1608;0,1074;31,24679947;0,1369;0,1514;4,4174;456,3027;433,2845
2336,7752;12,2637;2,493;59,9697;11,5613;0,131;0,1022;25,9489994;0,1333;0,1434;4,2642;400,1614;348,0822
2336,9276;12,2626;2,4948;59,1752;11,6985;0,1328;0,095;19,99139977;0,1267;0,132;4,0361;378,2104;320,5627
2337,08;12,2546;2,5048;57,8406;11,0082;0,1221;0,0844;12,48449993;0,1154;0,1171;3,9188;362,5854;312,3826
2337,2324;12,243;2,5264;56,7211;10,2166;0,0896;0,0726;6,422800064;0,1025;0,1031;4,0113;350,4554;287,9298
2337,3848;12,253;2,5559;55,3094;9,5639;0,0734;0,0681;4,740200043;0,0961;0,0982;4,2146;305,265;246,9871
2337,5372;12,2669;2,5788;55,5304;10,3593;0,0847;0,0684;4,946800232;0,0944;0,0978;4,4022;263,697;215,2656
2337,6896;12,2686;2,6;55,3248;11,3452;0,0968;0,0684;5,169300079;0,0934;0,0964;4,5385;218,7888;193,3639
2337,842;12,274;2,6255;54,932;12,8115;0,0939;0,0635;3,92750001;0,0868;0,0887;4,5634;225,7665;183,1097
2337,9944;12,2721;2,6438;52,9605;13,7008;0,1049;0,0532;1,980499983;0,0732;0,0737;4,3813;237,1243;191,8507
2338,1468;12,2723;2,654;52,0666;13,9916;0,0982;0,0425;0,870299995;0,0578;0,0578;4,0666;254,7249;201,7467
2338,2992;12,2702;2,643;52,2864;14,233;0,0614;0,0362;0,466500014;0,0488;0,0489;3,839;241,5326;190,39
2338,4516;12,283;2,6378;52,3098;14,192;0,0567;0,0348;0,372599989;0,0478;0,048;3,8394;220,0479;176,7906
2338,604;12,2957;2,6355;52,5403;13,9206;0,0658;0,0362;0,408199996;0,0509;0,051;3,9509;204,3755;188,9773
2338,7564;12,2921;2,6389;51,7172;13,5628;0,0729;0,0411;0,611500025;0,06;0,06;4,0786;183,9731;185,2673
2338,9088;12,3018;2,635;51,9887;12,8988;0,063;0,0442;0,775099993;0,0663;0,0663;4,2312;163,6376;151,4562
2339,0612;12,2916;2,6192;53,8341;13,5941;0,0725;0,0449;0,862699986;0,066;0,066;4,5153;182,4514;166,8126
2339,2136;12,3025;2,6122;54,6669;13,2351;0,0803;0,0456;1,002799988;0,0646;0,0646;4,8295;223,1824;214,2787
2339,366;12,2843;2,6122;54,9266;13,32;0,0827;0,0485;1,361400008;0,067;0,0672;4,9979;283,1952;286,1905
2339,5184;12,2822;2,6146;54,5961;13,1425;0,0794;0,0551;2,108400106;0,078;0,0783;4,9679;345,5432;361,0256
2339,6708;12,2687;2,5965;54,0128;13,4346;0,0524;0,0658;4,514800072;0,092;0,0921;4,8266;389,8667;405,6881
2339,8232;12,2686;2,5759;55,013;13,9785;0,078;0,0694;5,706600189;0,0964;0,0964;4,7164;390,9107;516,2789
2339,9756;12,2766;2,553;55,4509;14,1329;0,1012;0,0723;6,989799976;0,0992;0,0992;4,7004;384,3917;500,1297
2340,128;12,2802;2,5492;55,807;14,0674;0,11;0,0736;8,570699692;0,0974;0,0974;4,6955;329,718;378,145
2340,2804;12,2717;2,544;56,7193;14,2895;0,1118;0,0826;17,67070007;0,1037;0,1037;4,7072;242,8545;260,5144
2340,4328;12,2756;2,5354;57,9623;14,4794;0,1189;0,0961;51,67789841;0,1132;0,1133;4,6869;297,8163;333,1225
2340,5852;12,2848;2,5093;59,5994;15,5919;0,1282;0,1048;99,75469971;0,1198;0,1198;4,7421;370,4436;377,5845
2340,7376;12,2763;2,4872;60,4894;16,012;0,1416;0,1089;135,6956024;0,1231;0,1231;4,8099;584,9547;663,3842
2340,89;12,2746;2,4748;61,1028;16,7325;0,1432;0,1005;69,92389679;0,117;0,117;4,834;456,487;255,8656
2341,0424;12,2854;2,4726;60,8429;17,0159;0,1458;0,0841;19,31469917;0,1044;0,1054;4,8337;295,8255;230,9765
2341,1948;12,2873;2,4854;59,9854;15,9465;0,1448;0,056;1,855399966;0,0825;0,0895;4,7045;234,8958;203,8505
2341,3472;12,2749;2,5117;58,944;18,2514;0,1309;0,0451;0,682500005;0,0755;0,0802;4,4227;178,0955;165,4765
2341,4996;12,2547;2,5563;56,7815;21,7307;0,1106;0,0342;0,220599994;0,0686;0,0708;4,005;132,7577;144,1272
2341,652;12,2387;2,5895;54,917;26,0907;0,0672;0,0169;0,017200001;0,0496;0,0505;3,7151;108,3386;110,3462
2341,8044;12,244;2,6292;53,5432;28,6758;0,0424;0,0123;0,0055;0,042;0,043;3,7677;112,4239;121,5373
2341,9568;12,2462;2,6511;52,0469;29,9694;0,0496;0,0163;0,0125;0,0384;0,0414;4,0299;129,7399;129,5591
2342,1092;12,2323;2,6641;52,5651;30,3201;0,0636;0,02;0,025800001;0,0374;0,0399;4,2946;147,2031;145,9096
2342,2616;12,2401;2,6571;52,3525;28,2757;0,0667;0,0226;0,0447;0,0373;0,038;4,3348;154,9463;161,7077
2342,414;12,2389;2,6551;52,306;24,1621;0,0689;0,0229;0,051100001;0,0359;0,0359;4,1962;168,5672;176,947
2342,5664;12,2438;2,6549;52,4951;21,9699;0,0635;0,0201;0,0274;0,035;0,035;4,0352;173,2908;182,4754
2342,7188;12,2413;2,6568;52,8063;20,437;0,0534;0,0171;0,0137;0,0366;0,0367;3,9831;141,6835;151,0385
2342,8712;12,2432;2,6566;53,4894;20,103;0,0543;0,0155;0,0099;0,0384;0,0384;4,0763;117,5112;134,9869
2343,0236;12,2354;2,6654;53,7756;20,0389;0,0725;0,0146;0,0083;0,0392;0,0392;4,1719;102,4138;112,0712
2343,176;12,2344;2,6809;53,1377;19,8617;0,0687;0,0134;0,0064;0,0389;0,0389;4,1791;103,2399;120,8505
2343,3284;12,2455;2,697;51,8324;22,1637;0,0596;0,0139;0,0068;0,0371;0,0371;4,1165;114,9252;132,0605
2343,4808;12,2462;2,713;50,6419;23,842;0,0553;0,015;0,0082;0,0326;0,0326;4,015;136,2872;147,5795
2343,6332;12,2342;2,7163;49,6979;26,5612;0,0559;0,0144;0,0069;0,0269;0,0269;3,98;167,0579;172,0487
2343,7856;12,2401;2,7113;50,3154;28,0911;0,0522;0,0142;0,007;0,0236;0,0236;3,9659;173,2484;171,0221
2343,938;12,2456;2,6855;50,5507;29,3496;0,0513;0,0119;0,0033;0,0222;0,0222;4,0358;156,3658;147,6994
2344,0904;12,2499;2,6675;50,9299;29,6087;0,0454;0,0076;0,0007;0,0242;0,0242;4,0794;142,4748;136,8789
2344,2428;12,2565;2,6562;51,4095;29,6757;0,0294;0,0113;0,0029;0,0295;0,0295;4,1574;112,044;110,5297
2344,3952;12,2571;2,6616;51,9902;32,6879;0,0402;0,0248;0,068499997;0,0399;0,0401;4,214;98,0927;100,4978
2344,5476;12,2461;2,656;53,4583;32,2775;0,0868;0,0354;0,367300004;0,0489;0,0499;4,309;113,1081;124,9587
2344,7;12,2473;2,6445;52,9058;30,2628;0,097;0,0449;1,155200005;0,0578;0,0599;4,4162;150,905;158,2996
2344,8524;12,2578;2,6389;52,6606;27,1679;0,0721;0,0485;1,340000033;0,064;0,0678;4,4978;216,0915;186,9452
2345,0048;12,2536;2,6517;51,5896;29,3183;0,0558;0,0403;0,505200028;0,0584;0,0624;4,4991;220,9484;204,0694
2345,1572;12,2585;2,6717;51,1135;33,7502;0,0501;0,0295;0,127100006;0,05;0,0521;4,434;214,7176;219,3882
2345,3096;12,2608;2,6734;52,1344;37,3046;0,058;0,0318;0,166099995;0,0571;0,0586;4,4289;212,1771;227,7395
2345,462;12,2565;2,6639;52,5369;39,5301;0,0798;0,0351;0,243699998;0,0652;0,066;4,4446;197,7662;228,3189
2345,6144;12,2507;2,6492;53,6119;38,1648;0,0897;0,0447;0,658399999;0,0781;0,0792;4,4174;188,9912;218,0249
2345,7668;12,2585;2,6291;54,7156;33,428;0,0821;0,0475;0,866400003;0,076;0,0806;4,3524;208,6387;238,6695
2345,9192;12,2511;2,6061;55,1545;26,5886;0,0869;0,0539;1,537500024;0,0782;0,0864;4,2997;220,1239;256,6651
2346,0716;12,2517;2,5791;56,6249;22,2543;0,0831;0,0676;4,593200207;0,0898;0,0979;4,3251;223,1849;277,403
2346,224;12,2532;2,5474;58,0758;20,0544;0,0814;0,0919;22,49970055;0,114;0,1197;4,3977;258,4423;316,0928
2346,3764;12,2745;2,5038;61,0387;17,7099;0,1197;0,1202;87,81199646;0,1452;0,1485;4,4993;351,5363;426,7729
2346,5288;12,2921;2,4642;63,8195;14,3011;0,1916;0,1244;94,03099823;0,1515;0,1554;4,5749;445,3524;544,5233
2346,6812;12,2906;2,4482;64,5127;11,0478;0,1924;0,121;81,811203;0,1482;0,1519;4,6223;422,4292;663,1464
2346,8336;12,2948;2,4591;64,7832;10,3632;0,1747;0,1188;76,67279816;0,1452;0,1488;4,6522;393,7207;709,9653
2346,986;12,2855;2,4805;62,9336;10,7931;0,17;0,1183;94,29519653;0,1385;0,1433;4,6681;357,3582;733,7795
2347,1384;12,2927;2,5054;61,8665;11,5208;0,1555;0,1199;112,1822968;0,1354;0,1431;4,5593;468,3067;627,733
2347,2908;12,2855;2,5118;61,9333;12,2096;0,144;0,1229;122,2726974;0,1381;0,1469;4,405;680,8743;627,3491
2347,4432;12,2895;2,4999;62,3211;12,41;0,153;0,1292;179,3984985;0,1448;0,1513;4,279;537,381;590,9697
2347,5956;12,303;2,48;63,9355;11,3789;0,1483;0,136;280,6972961;0,1521;0,1557;4,2377;513,6715;561,0478
2347,748;12,2663;2,466;64,5172;11,302;0,1557;0,1368;339,075592;0,1546;0,1546;4,2357;536,9457;572,5855
2347,9004;12,2685;2,4517;64,1057;11,4967;0,1651;0,1306;236,964798;0,149;0,1496;4,2855;536,2294;628,6806
2348,0528;12,2589;2,4352;64,5836;13,4246;0,1781;0,1213;106,7567978;0,1401;0,1466;4,3716;559,5815;770,9404
2348,2052;12,2669;2,4149;64,6744;13,6796;0,1727;0,1197;86,61509705;0,1378;0,1477;4,4877;568,6226;799,7764
