DEPTH;CAL;DEN;DTC;DTS;GR;NEU;nmrFF;nmrPerm;nmrPhie;nmrPhiT;PE;RES10;RES90
2520,876;12,4311;2,3893;67,3748;129,6153;11,4775;0,1372;0,1325;192,3242;0,1468;0,1556;5,1634;311,2079;630,2293
2521,0284;12,443;2,3942;67,349;127,5137;10,9112;0,1326;0,1319;115,9967;0,1464;0,1654;5,0298;321,6842;639,7787
2521,1808;12,458;2,3938;66,6989;125,5951;13,9375;0,1414;0,128;95,35;0,1424;0,1626;5,0433;326,0536;668,4731
2521,3332;12,4037;2,4035;65,8371;126,2263;15,3887;0,1356;0,124;78,3196;0,1385;0,1599;5,1225;320,4681;664,1028
2521,4856;12,4234;2,4235;65,745;126,0278;15,5203;0,1229;0,1012;26,2106;0,1256;0,14;5,1587;285,2998;553,4284
2521,638;12,4276;2,4465;66,6805;122,0181;12,5617;0,1138;0,0929;16,8488;0,1271;0,1329;5,0848;246,6723;458,6215
2521,7904;12,4732;2,4591;67,4997;118,2109;10,8203;0,1092;0,0784;6,3725;0,1348;0,1353;4,958;207,2041;369,6309
2521,9428;12,3367;2,4554;66,7687;116,5311;10,2553;0,1048;0,0868;10,0239;0,1399;0,1424;4,9069;177,0772;303,7133
2522,0952;12,3457;2,4397;66,5807;118,8279;10,681;0,1164;0,0952;15,3439;0,1449;0,1494;5,0043;166,1151;287,8381
2522,2476;12,4037;2,4301;65,3738;119,4182;11,068;0,1337;0,126;73,108;0,1605;0,1671;5,1316;156,5844;269,961
2522,4;12,42;2,4355;65,0409;115,9988;11,948;0,143;0,1523;964,5187;0,1658;0,1658;5,1267;153,4383;270,1774
2522,5524;12,4232;2,4409;63,3811;113,7495;14,8136;0,1426;0,1488;4752,4722;0,1539;0,1539;4,9501;156,2974;272,2123
2522,7048;12,4541;2,4276;63,2223;111,9359;15,652;0,1416;0,1395;761,413;0,151;0,151;4,789;163,6119;285,4955
2522,8572;12,4131;2,4157;63,0542;116,116;16,5693;0,1297;0,1301;253,0932;0,1481;0,1481;4,7393;170,9469;295,3207
